Source Name	Cell ID	Predicted Archetype
D7313FE224	1	1
D7313FE224	2	2
D7313FE224	3	2
D7313FE224	4	2
D7313FE224	5	1
D7313FE224	6	3
D7313FE224	7	2
D7313FE224	8	1
D7313FE224	9	2
D7313FE224	10	4
D7313FE224	11	2
D7313FE224	12	2
D7313FE224	13	1
D7313FE224	14	4
D7313FE224	15	3
D7313FE224	16	2
D7313FE224	17	3
D7313FE224	18	3
D7313FE224	19	2
D7313FE224	20	1
D7313FE224	21	1
D7313FE224	22	1
D7313FE224	23	2
D7313FE224	24	1
D7313FE224	25	4
D7313FE224	26	3
D7313FE224	27	1
D7313FE224	28	4
D7313FE224	29	1
D7313FE224	30	4
D7313FE224	31	1
D7313FE224	32	1
D7313FE224	33	3
D7313FE224	34	2
D7313FE224	35	3
D7313FE224	36	1
D7313FE224	37	4
D7313FE224	38	3
D7313FE224	39	4
D7313FE224	40	2
D7313FE224	41	3
D7313FE224	42	1
D7313FE224	43	2
D7313FE224	44	1
D7313FE224	45	1
D7313FE224	46	1
D7313FE224	47	1
D7313FE224	48	2
D7313FE224	49	2
D7313FE224	50	1
D7313FE224	51	1
D7313FE224	52	4
D7313FE224	53	1
D7313FE224	54	2
D7313FE224	55	2
D7313FE224	56	1
D7313FE224	57	3
D7313FE224	58	1
D7313FE224	59	2
D7313FE224	60	2
D7313FE224	61	3
D7313FE224	62	2
D7313FE224	63	3
D7313FE224	64	1
D7313FE224	65	4
D7313FE224	66	2
D7313FE224	67	2
D7313FE224	68	3
D7313FE224	69	2
D7313FE224	70	2
D7313FE224	71	2
D7313FE224	72	2
D7313FE224	73	2
D7313FE224	74	3
