Source Name	Cell ID	Predicted Archetype
1C43D83E9A	1	1
1C43D83E9A	2	1
1C43D83E9A	3	1
1C43D83E9A	4	1
1C43D83E9A	5	1
1C43D83E9A	6	1
1C43D83E9A	7	1
1C43D83E9A	8	1
1C43D83E9A	9	1
1C43D83E9A	10	1
1C43D83E9A	11	1
1C43D83E9A	12	3
1C43D83E9A	13	1
1C43D83E9A	14	1
1C43D83E9A	15	1
1C43D83E9A	16	1
1C43D83E9A	17	3
1C43D83E9A	18	2
1C43D83E9A	19	1
1C43D83E9A	20	1
1C43D83E9A	21	1
1C43D83E9A	22	1
1C43D83E9A	23	3
1C43D83E9A	24	1
1C43D83E9A	25	1
1C43D83E9A	26	1
1C43D83E9A	27	1
1C43D83E9A	28	1
1C43D83E9A	29	1
1C43D83E9A	30	1
1C43D83E9A	31	1
1C43D83E9A	32	1
1C43D83E9A	33	2
1C43D83E9A	34	1
1C43D83E9A	35	1
1C43D83E9A	36	1
1C43D83E9A	37	1
1C43D83E9A	38	1
1C43D83E9A	39	1
1C43D83E9A	40	1
1C43D83E9A	41	1
1C43D83E9A	42	3
1C43D83E9A	43	1
1C43D83E9A	44	2
1C43D83E9A	45	2
1C43D83E9A	46	1
1C43D83E9A	47	3
1C43D83E9A	48	1
1C43D83E9A	49	1
1C43D83E9A	50	2
1C43D83E9A	51	1
1C43D83E9A	52	1
1C43D83E9A	53	1
1C43D83E9A	54	2
1C43D83E9A	55	3
1C43D83E9A	56	2
1C43D83E9A	57	3
1C43D83E9A	58	1
1C43D83E9A	59	3
1C43D83E9A	60	2
1C43D83E9A	61	3
1C43D83E9A	62	3
1C43D83E9A	63	1
1C43D83E9A	64	1
1C43D83E9A	65	1
1C43D83E9A	66	1
1C43D83E9A	67	1
1C43D83E9A	68	2
1C43D83E9A	69	2
1C43D83E9A	70	3
1C43D83E9A	71	3
1C43D83E9A	72	1
1C43D83E9A	73	3
1C43D83E9A	74	1
1C43D83E9A	75	2
1C43D83E9A	76	2
1C43D83E9A	77	2
1C43D83E9A	78	2
1C43D83E9A	79	2
1C43D83E9A	80	2
1C43D83E9A	81	1
1C43D83E9A	82	2
1C43D83E9A	83	2
1C43D83E9A	84	3
1C43D83E9A	85	2
1C43D83E9A	86	2
1C43D83E9A	87	3
1C43D83E9A	88	2
1C43D83E9A	89	3
1C43D83E9A	90	2
1C43D83E9A	91	1
1C43D83E9A	92	1
1C43D83E9A	93	2
1C43D83E9A	94	2
1C43D83E9A	95	2
1C43D83E9A	96	2
1C43D83E9A	97	1
1C43D83E9A	98	1
1C43D83E9A	99	2
1C43D83E9A	100	3
1C43D83E9A	101	4
1C43D83E9A	102	4
1C43D83E9A	103	2
1C43D83E9A	104	2
1C43D83E9A	105	2
1C43D83E9A	106	2
1C43D83E9A	107	2
1C43D83E9A	108	2
1C43D83E9A	109	2
1C43D83E9A	110	3
1C43D83E9A	111	2
1C43D83E9A	112	2
1C43D83E9A	113	2
1C43D83E9A	114	3
1C43D83E9A	115	1
1C43D83E9A	116	2
1C43D83E9A	117	2
1C43D83E9A	118	2
1C43D83E9A	119	4
1C43D83E9A	120	2
1C43D83E9A	121	1
1C43D83E9A	122	2
1C43D83E9A	123	2
1C43D83E9A	124	2
1C43D83E9A	125	4
1C43D83E9A	126	2
1C43D83E9A	127	3
1C43D83E9A	128	2
1C43D83E9A	129	2
1C43D83E9A	130	2
1C43D83E9A	131	1
1C43D83E9A	132	1
1C43D83E9A	133	3
1C43D83E9A	134	3
1C43D83E9A	135	3
