Source Name	Cell ID	pea3 spot count
00E41C184C	1	12.51792312519676
00E41C184C	2	11.811703591535313
00E41C184C	3	10.35692633097613
00E41C184C	4	10.160289818982118
00E41C184C	5	8.678656793822785
00E41C184C	6	10.997774170050501
00E41C184C	7	11.924523214657526
00E41C184C	8	13.067417705337633
00E41C184C	9	10.886952390946757
00E41C184C	10	12.706412103238602
00E41C184C	11	9.598397873819728
00E41C184C	12	11.602201202019966
00E41C184C	13	8.71655049035796
00E41C184C	14	10.003088550901264
00E41C184C	15	5.0442559132444496
00E41C184C	16	7.712302960219721
00E41C184C	17	20.42847005291283
00E41C184C	18	8.962765774306476
00E41C184C	19	15.626749666894671
00E41C184C	20	12.46650791794142
00E41C184C	21	13.854343490872605
00E41C184C	22	11.799098045351837
00E41C184C	23	10.171966686022024
00E41C184C	24	13.169772418141093
00E41C184C	25	11.602893354781358
00E41C184C	26	8.515326786149174
00E41C184C	27	10.338505903035252
00E41C184C	28	12.41552609946541
00E41C184C	29	9.730902673041896
00E41C184C	30	18.96133880151624
00E41C184C	31	17.04297108024849
00E41C184C	32	12.19717396681926
00E41C184C	33	10.532778471287209
00E41C184C	34	11.708080396527954
00E41C184C	35	10.355520070255615
00E41C184C	36	14.499349236494712
00E41C184C	37	13.433018536845957
00E41C184C	38	8.597308075293718
00E41C184C	39	12.065121333152014
00E41C184C	40	15.71012154931132
00E41C184C	41	11.156664804214056
00E41C184C	42	10.449696138243127
00E41C184C	43	6.782728411240386
00E41C184C	44	6.614078414469162
00E41C184C	45	10.55508769158206
00E41C184C	46	9.605598544845716
00E41C184C	47	10.56550653328286
00E41C184C	48	6.833696135317572
00E41C184C	49	5.346225395242078
00E41C184C	50	18.989066967502648
00E41C184C	51	16.447730249601417
00E41C184C	52	6.9152435498625495
00E41C184C	53	15.132855956541839
00E41C184C	54	9.90394612130665
00E41C184C	55	7.500301780771948
00E41C184C	56	19.32158172971991
00E41C184C	57	11.339908201847944
00E41C184C	58	4.491672902755765
00E41C184C	59	6.567885820053593
00E41C184C	60	9.164789070307254
00E41C184C	61	8.045429331821296
00E41C184C	62	6.48385798620542
00E41C184C	63	6.042411938392491
00E41C184C	64	1.863601322342907
00E41C184C	65	9.537115515700304
00E41C184C	66	14.906872957164246
00E41C184C	67	11.228567792845894
00E41C184C	68	8.992061168579898
00E41C184C	69	4.950423880955243
00E41C184C	70	5.475837966382264
00E41C184C	71	14.592913119660249
00E41C184C	72	8.846280805896
00E41C184C	73	7.615072442016566
00E41C184C	74	5.634523537552616
00E41C184C	75	4.334281043773511
00E41C184C	76	7.551740100918958
00E41C184C	77	2.703102736411408
00E41C184C	78	5.973131210220178
00E41C184C	79	9.429254256997247
00E41C184C	80	7.67105772280482
00E41C184C	81	5.603815777960002
00E41C184C	82	15.93234382166009
00E41C184C	83	9.37506478113264
00E41C184C	84	4.253214765992989
00E41C184C	85	7.511808176490885
00E41C184C	86	5.743353054305381
00E41C184C	87	6.56964901769701
00E41C184C	88	9.700199903440783
00E41C184C	89	12.594284902831845
00E41C184C	90	5.6950770897839025
00E41C184C	91	4.99047464834607
00E41C184C	92	10.367748656317097
00E41C184C	93	3.507439191177768
00E41C184C	94	10.144047620167019
00E41C184C	95	5.454029393914787
00E41C184C	96	3.529541735600416
