Source Name	Cell ID	Predicted Archetype
C477F10711	1	1
C477F10711	2	1
C477F10711	3	1
C477F10711	4	1
C477F10711	5	1
C477F10711	6	1
C477F10711	7	1
C477F10711	8	1
C477F10711	9	1
C477F10711	10	1
C477F10711	11	1
C477F10711	12	1
C477F10711	13	1
C477F10711	14	1
C477F10711	15	1
C477F10711	16	4
C477F10711	17	4
C477F10711	18	1
C477F10711	19	2
C477F10711	20	3
C477F10711	21	1
C477F10711	22	4
C477F10711	23	1
C477F10711	24	4
C477F10711	25	2
C477F10711	26	2
C477F10711	27	2
C477F10711	28	1
C477F10711	29	3
C477F10711	30	1
C477F10711	31	1
C477F10711	32	1
C477F10711	33	1
C477F10711	34	3
C477F10711	35	2
C477F10711	36	2
C477F10711	37	1
C477F10711	38	1
C477F10711	39	3
C477F10711	40	1
C477F10711	41	1
C477F10711	42	1
C477F10711	43	3
C477F10711	44	2
C477F10711	45	1
C477F10711	46	1
C477F10711	47	2
C477F10711	48	4
C477F10711	49	2
C477F10711	50	2
C477F10711	51	2
C477F10711	52	1
C477F10711	53	2
C477F10711	54	1
C477F10711	55	2
C477F10711	56	1
C477F10711	57	1
C477F10711	58	2
C477F10711	59	2
C477F10711	60	1
C477F10711	61	4
C477F10711	62	2
C477F10711	63	2
C477F10711	64	2
C477F10711	65	3
C477F10711	66	3
C477F10711	67	1
C477F10711	68	1
C477F10711	69	1
C477F10711	70	2
C477F10711	71	3
C477F10711	72	2
C477F10711	73	1
C477F10711	74	2
C477F10711	75	2
C477F10711	76	4
C477F10711	77	2
C477F10711	78	2
C477F10711	79	1
C477F10711	80	2
C477F10711	81	4
C477F10711	82	1
C477F10711	83	3
C477F10711	84	3
C477F10711	85	2
C477F10711	86	2
C477F10711	87	2
C477F10711	88	3
C477F10711	89	2
C477F10711	90	2
C477F10711	91	2
C477F10711	92	2
C477F10711	93	2
C477F10711	94	2
C477F10711	95	3
C477F10711	96	2
C477F10711	97	2
C477F10711	98	2
C477F10711	99	2
C477F10711	100	2
C477F10711	101	2
C477F10711	102	2
C477F10711	103	2
C477F10711	104	2
C477F10711	105	2
C477F10711	106	2
C477F10711	107	2
C477F10711	108	2
C477F10711	109	2
C477F10711	110	4
C477F10711	111	2
C477F10711	112	3
C477F10711	113	2
