Source Name	Cell ID	Predicted Archetype
FC90367714	1	1
FC90367714	2	1
FC90367714	3	1
FC90367714	4	2
FC90367714	5	1
FC90367714	6	1
FC90367714	7	1
FC90367714	8	1
FC90367714	9	2
FC90367714	10	4
FC90367714	11	1
FC90367714	12	2
FC90367714	13	2
FC90367714	14	1
FC90367714	15	2
FC90367714	16	2
FC90367714	17	1
FC90367714	18	1
FC90367714	19	3
FC90367714	20	2
FC90367714	21	1
FC90367714	22	2
FC90367714	23	4
FC90367714	24	1
FC90367714	25	1
FC90367714	26	2
FC90367714	27	1
FC90367714	28	4
FC90367714	29	1
FC90367714	30	2
FC90367714	31	1
FC90367714	32	2
FC90367714	33	1
FC90367714	34	1
FC90367714	35	4
FC90367714	36	2
FC90367714	37	1
FC90367714	38	2
FC90367714	39	3
FC90367714	40	1
FC90367714	41	4
FC90367714	42	2
FC90367714	43	1
FC90367714	44	2
FC90367714	45	2
FC90367714	46	2
FC90367714	47	2
FC90367714	48	2
FC90367714	49	2
FC90367714	50	4
FC90367714	51	4
FC90367714	52	2
FC90367714	53	1
FC90367714	54	4
FC90367714	55	1
FC90367714	56	4
