Source Name	Cell ID	Predicted Archetype
EE11691237	1	1
EE11691237	2	2
EE11691237	3	2
EE11691237	4	1
EE11691237	5	2
EE11691237	6	1
EE11691237	7	2
EE11691237	8	1
EE11691237	9	1
EE11691237	10	1
EE11691237	11	2
EE11691237	12	2
EE11691237	13	1
EE11691237	14	1
EE11691237	15	1
EE11691237	16	2
EE11691237	17	1
EE11691237	18	2
EE11691237	19	1
EE11691237	20	1
EE11691237	21	1
EE11691237	22	2
EE11691237	23	2
EE11691237	24	2
EE11691237	25	1
EE11691237	26	2
EE11691237	27	1
EE11691237	28	3
EE11691237	29	2
EE11691237	30	1
EE11691237	31	1
EE11691237	32	1
EE11691237	33	1
EE11691237	34	2
EE11691237	35	1
EE11691237	36	1
EE11691237	37	1
EE11691237	38	1
EE11691237	39	2
EE11691237	40	2
EE11691237	41	4
EE11691237	42	1
EE11691237	43	1
EE11691237	44	2
EE11691237	45	1
EE11691237	46	1
EE11691237	47	1
EE11691237	48	4
EE11691237	49	1
EE11691237	50	2
EE11691237	51	3
EE11691237	52	2
EE11691237	53	3
EE11691237	54	2
EE11691237	55	2
EE11691237	56	2
EE11691237	57	2
EE11691237	58	1
EE11691237	59	2
EE11691237	60	2
EE11691237	61	2
EE11691237	62	2
EE11691237	63	4
