Source Name	Cell ID	Predicted Archetype
DAA0F8D3A9	1	1
DAA0F8D3A9	2	1
DAA0F8D3A9	3	1
DAA0F8D3A9	4	1
DAA0F8D3A9	5	3
DAA0F8D3A9	6	1
DAA0F8D3A9	7	4
DAA0F8D3A9	8	1
DAA0F8D3A9	9	1
DAA0F8D3A9	10	3
DAA0F8D3A9	11	1
DAA0F8D3A9	12	1
DAA0F8D3A9	13	1
DAA0F8D3A9	14	2
DAA0F8D3A9	15	1
DAA0F8D3A9	16	1
DAA0F8D3A9	17	2
DAA0F8D3A9	18	2
DAA0F8D3A9	19	1
DAA0F8D3A9	20	1
DAA0F8D3A9	21	1
DAA0F8D3A9	22	2
DAA0F8D3A9	23	2
DAA0F8D3A9	24	2
DAA0F8D3A9	25	3
DAA0F8D3A9	26	2
DAA0F8D3A9	27	1
DAA0F8D3A9	28	1
DAA0F8D3A9	29	1
DAA0F8D3A9	30	2
DAA0F8D3A9	31	2
DAA0F8D3A9	32	1
DAA0F8D3A9	33	4
DAA0F8D3A9	34	2
DAA0F8D3A9	35	2
DAA0F8D3A9	36	1
DAA0F8D3A9	37	4
DAA0F8D3A9	38	2
DAA0F8D3A9	39	1
DAA0F8D3A9	40	1
DAA0F8D3A9	41	1
DAA0F8D3A9	42	2
DAA0F8D3A9	43	3
DAA0F8D3A9	44	2
DAA0F8D3A9	45	1
DAA0F8D3A9	46	3
DAA0F8D3A9	47	4
DAA0F8D3A9	48	1
DAA0F8D3A9	49	1
DAA0F8D3A9	50	1
DAA0F8D3A9	51	1
DAA0F8D3A9	52	2
DAA0F8D3A9	53	1
DAA0F8D3A9	54	4
DAA0F8D3A9	55	2
DAA0F8D3A9	56	2
DAA0F8D3A9	57	2
DAA0F8D3A9	58	3
DAA0F8D3A9	59	4
DAA0F8D3A9	60	3
DAA0F8D3A9	61	2
DAA0F8D3A9	62	2
DAA0F8D3A9	63	1
DAA0F8D3A9	64	2
DAA0F8D3A9	65	2
DAA0F8D3A9	66	3
DAA0F8D3A9	67	1
DAA0F8D3A9	68	1
DAA0F8D3A9	69	1
DAA0F8D3A9	70	2
DAA0F8D3A9	71	2
DAA0F8D3A9	72	2
DAA0F8D3A9	73	3
DAA0F8D3A9	74	1
DAA0F8D3A9	75	4
DAA0F8D3A9	76	2
DAA0F8D3A9	77	2
DAA0F8D3A9	78	3
DAA0F8D3A9	79	2
DAA0F8D3A9	80	2
DAA0F8D3A9	81	2
DAA0F8D3A9	82	2
DAA0F8D3A9	83	3
DAA0F8D3A9	84	2
DAA0F8D3A9	85	4
DAA0F8D3A9	86	2
DAA0F8D3A9	87	2
DAA0F8D3A9	88	3
DAA0F8D3A9	89	2
DAA0F8D3A9	90	2
DAA0F8D3A9	91	2
DAA0F8D3A9	92	2
DAA0F8D3A9	93	2
DAA0F8D3A9	94	1
DAA0F8D3A9	95	3
DAA0F8D3A9	96	4
DAA0F8D3A9	97	2
DAA0F8D3A9	98	2
DAA0F8D3A9	99	2
DAA0F8D3A9	100	2
DAA0F8D3A9	101	2
DAA0F8D3A9	102	2
DAA0F8D3A9	103	2
DAA0F8D3A9	104	2
DAA0F8D3A9	105	2
DAA0F8D3A9	106	2
DAA0F8D3A9	107	2
DAA0F8D3A9	108	4
DAA0F8D3A9	109	2
DAA0F8D3A9	110	2
DAA0F8D3A9	111	2
DAA0F8D3A9	112	4
